"movie_id","movie_name","movie_distributor","movie_genre"
"Drama_2002_61","The Dangerous Lives of Alta…","ThinkFilm","Drama"
"Drama_2002_62","Seraphin un Homme et Son","Odeon Films","Drama"
"Drama_2002_63","Rabbit-Proof Fence","Miramax","Drama"
"Drama_2002_64","Late Marriage","Magnolia Pictures","Drama"
"Drama_2002_65","Ararat","Miramax","Drama"
"Drama_2002_66","Mulholland Drive","Universal","Drama"
"Drama_2002_67","Apollo 13","Universal","Drama"
"Drama_2002_68","Joshua","Artisan","Drama"
"Drama_2002_69","Read My Lips","Magnolia Pictures","Drama"
"Drama_2002_70","Nueve Reinas","Sony Pictures Cla…","Drama"
"Drama_2002_71","China: The Panda Adventure","IMAX Films","Drama"
"Drama_2002_72","Kandahar","Avatar","Drama"
"Drama_2002_73","24 Hour Party People","MGM","Drama"
"Drama_2002_74","The Hours","Paramount Pictures","Drama"
"Drama_2002_75","The Last Kiss","ThinkFilm","Drama"
"Drama_2002_76","Evelyn","MGM","Drama"
"Drama_2002_77","The Son's Room","Miramax","Drama"
"Drama_2002_78","The Pianist","Focus Features","Drama"
"Drama_2002_79","Time Changer","Five & Two Pictures","Drama"
"Drama_2002_80","Kaante","Media Partners","Drama"
"Drama_2002_81","Storytelling","Fine Line","Drama"
"Drama_2002_82","Russkiy kovcheg","WellSpring","Drama"
"Drama_2002_83","No Man's Land","MGM","Drama"
"Drama_2002_84","Bloody Sunday","Paramount Vantage","Drama"
"Drama_2002_85","Personal Velocity","MGM","Drama"
"Drama_2002_86","Savage Messiah","Christal Films","Drama"
"Drama_2002_87","The Emperor's New Clothes","Paramount Vantage","Drama"
"Drama_2002_88","25th Hour","Walt Disney","Drama"
"Drama_2002_89","Forgive Me Father","Myriad Entertainm…","Drama"
"Drama_2002_90","Charlotte Gray","Warner Bros.","Drama"
"Drama_2002_91","Encounter in the Third Dime…","nWave Pictures","Drama"
"Drama_2002_92","The Man Who Wasn't There","USA Films","Drama"
"Drama_2002_93","Time Out","","Drama"
"Drama_2002_94","The Believer","Sony Pictures","Drama"
"Drama_2002_95","The Fluffer","TLA Releasing","Drama"
"Drama_2002_96","The Quiet American","Miramax","Drama"
"Drama_2002_97","Jibeuro","","Drama"
"Drama_2002_98","Waking Life","Fox Searchlight","Drama"
"Drama_2002_99","The Business of Strangers","IFC Films","Drama"
"Drama_2002_100","Skins","","Drama"
"Drama_2002_101","Circuit","Jour de Fete","Drama"
"Drama_2002_102","In Praise of Love","","Drama"
"Drama_2002_103","Nicholas Nickleby","United Artists","Drama"
"Drama_2002_104","Murderous Maids","","Drama"
"Drama_2002_105","Tully","","Drama"
"Drama_2002_106","Betty Fisher et autres hist…","WellSpring","Drama"
"Drama_2002_107","The Business of Fancy Dancing","Outrider Pictures","Drama"
"Drama_2002_108","Confessions of a Dangerous …","Miramax","Drama"
"Drama_2002_109","Fat Girl","Cowboy Pictures","Drama"
"Drama_2002_110","Swimming","","Drama"
"Drama_2002_111","Shiqi sui de dan che","Sony Pictures Cla…","Drama"
"Drama_2002_112","All or Nothing","MGM","Drama"
"Drama_2002_113","Across The Sea of Time","Sony Pictures Cla…","Drama"
"Drama_2002_114","The Cherry Orchard","","Drama"
"Drama_2002_115","Stolen Summer","Miramax","Drama"
"Drama_2002_116","Big Bad Love","IFC Films","Drama"
"Drama_2002_117","Intimacy","Empire Pictures","Drama"
"Drama_2002_118","Shiri","","Drama"
"Drama_2002_119","Hometown Legend","","Drama"
"Drama_2002_120","Code Unknown","","Drama"
"Drama_2002_121","Donnie Darko","Newmarket Films","Drama"
"Drama_2002_122","Baran","Miramax","Drama"
"Drama_2002_123","Borstal Boy","Strand","Drama"
"Drama_2002_124","Himalaya - l'enfance d'un chef","Kino International","Drama"
"Drama_2002_125","Dekalog","New Yorker","Drama"
"Drama_2002_126","Intacto","","Drama"
"Drama_2002_127","Max","Lionsgate","Drama"
"Drama_2002_128","Taliesin Jones","","Drama"
"Drama_2002_129","Hardball","Paramount Pictures","Drama"
